run_id,order_type,step,new_class_id,new_class,forgotten_classes,forget_accuracy,UA,retain_accuracy,full_test_accuracy,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy,class_10_accuracy,class_11_accuracy,class_12_accuracy,class_13_accuracy,class_14_accuracy,class_15_accuracy,class_16_accuracy,class_17_accuracy,class_18_accuracy,class_19_accuracy,class_20_accuracy,class_21_accuracy,class_22_accuracy,class_23_accuracy,class_24_accuracy,class_25_accuracy,class_26_accuracy,class_27_accuracy,class_28_accuracy,class_29_accuracy,class_30_accuracy,class_31_accuracy,class_32_accuracy,class_33_accuracy,class_34_accuracy,class_35_accuracy,class_36_accuracy,class_37_accuracy,class_38_accuracy,class_39_accuracy,class_40_accuracy,class_41_accuracy,class_42_accuracy,class_43_accuracy,class_44_accuracy,class_45_accuracy,class_46_accuracy,class_47_accuracy,class_48_accuracy,class_49_accuracy,class_50_accuracy,class_51_accuracy,class_52_accuracy,class_53_accuracy,class_54_accuracy,class_55_accuracy,class_56_accuracy,class_57_accuracy,class_58_accuracy,class_59_accuracy,class_60_accuracy,class_61_accuracy,class_62_accuracy,class_63_accuracy,class_64_accuracy,class_65_accuracy,class_66_accuracy,class_67_accuracy,class_68_accuracy,class_69_accuracy,class_70_accuracy,class_71_accuracy,class_72_accuracy,class_73_accuracy,class_74_accuracy,class_75_accuracy,class_76_accuracy,class_77_accuracy,class_78_accuracy,class_79_accuracy,class_80_accuracy,class_81_accuracy,class_82_accuracy,class_83_accuracy,class_84_accuracy,class_85_accuracy,class_86_accuracy,class_87_accuracy,class_88_accuracy,class_89_accuracy,class_90_accuracy,class_91_accuracy,class_92_accuracy,class_93_accuracy,class_94_accuracy,class_95_accuracy,class_96_accuracy,class_97_accuracy,class_98_accuracy,class_99_accuracy
four_coarse_block2_seed1_k20,block2,8,17,城堡 / castle (17),"8,13,23,33,15,19,12,17",2.375,97.625,70.94565217391305,65.46,90.0,83.0,59.0,59.0,61.0,76.0,79.0,73.0,17.0,78.0,46.0,46.0,0.0,0.0,59.0,2.0,78.0,0.0,66.0,0.0,87.0,89.0,68.0,0.0,80.0,57.0,60.0,54.0,72.0,69.0,71.0,71.0,63.0,0.0,74.0,50.0,81.0,76.0,64.0,79.0,64.0,88.0,76.0,84.0,43.0,67.0,45.0,69.0,94.0,83.0,55.0,74.0,64.0,88.0,82.0,45.0,86.0,79.0,90.0,68.0,86.0,66.0,81.0,69.0,51.0,56.0,80.0,56.0,94.0,83.0,73.0,86.0,42.0,56.0,50.0,88.0,87.0,65.0,62.0,71.0,58.0,81.0,92.0,70.0,69.0,74.0,67.0,81.0,79.0,85.0,85.0,78.0,61.0,56.0,92.0,72.0,67.0,75.0,51.0,70.0
four_coarse_block2_seed1_k20,block2,9,48,摩托車 / motorcycle (48),"8,13,23,33,15,19,12,17,48",5.555555555555555,94.44444444444444,70.57142857142857,64.72,89.0,81.0,59.0,50.0,59.0,77.0,78.0,71.0,48.0,78.0,46.0,47.0,0.0,0.0,56.0,2.0,77.0,0.0,62.0,0.0,86.0,85.0,63.0,0.0,79.0,61.0,64.0,54.0,74.0,66.0,69.0,70.0,64.0,0.0,73.0,50.0,82.0,78.0,64.0,82.0,64.0,89.0,75.0,85.0,50.0,62.0,48.0,66.0,0.0,86.0,55.0,73.0,66.0,89.0,79.0,41.0,89.0,78.0,89.0,68.0,87.0,66.0,80.0,70.0,52.0,58.0,81.0,57.0,94.0,80.0,72.0,86.0,44.0,58.0,52.0,89.0,89.0,67.0,64.0,68.0,56.0,81.0,92.0,68.0,71.0,75.0,67.0,82.0,78.0,87.0,86.0,80.0,61.0,57.0,92.0,72.0,62.0,76.0,48.0,71.0
four_coarse_block2_seed1_k20,block2,10,58,皮卡車 / pickup_truck (58),"8,13,23,33,15,19,12,17,48,58",3.9,96.1,70.71111111111111,64.03,90.0,80.0,60.0,56.0,61.0,74.0,77.0,77.0,37.0,79.0,48.0,50.0,0.0,0.0,58.0,2.0,77.0,0.0,63.0,0.0,86.0,85.0,67.0,0.0,82.0,57.0,65.0,54.0,73.0,69.0,69.0,71.0,64.0,0.0,74.0,51.0,84.0,76.0,64.0,80.0,65.0,88.0,73.0,86.0,47.0,66.0,50.0,65.0,0.0,84.0,53.0,72.0,65.0,89.0,80.0,43.0,89.0,77.0,0.0,67.0,85.0,63.0,80.0,69.0,51.0,59.0,81.0,59.0,95.0,82.0,71.0,87.0,42.0,60.0,49.0,90.0,90.0,69.0,63.0,73.0,56.0,80.0,91.0,69.0,70.0,75.0,66.0,84.0,79.0,88.0,86.0,79.0,59.0,56.0,91.0,73.0,66.0,80.0,47.0,71.0
four_coarse_block2_seed1_k20,block2,11,49,山 / mountain (49),"8,13,23,33,15,19,12,17,48,58,49",4.090909090909091,95.9090909090909,70.28089887640449,63.0,89.0,80.0,58.0,55.0,61.0,71.0,80.0,74.0,42.0,78.0,48.0,50.0,0.0,0.0,54.0,2.0,76.0,0.0,65.0,0.0,87.0,85.0,68.0,0.0,81.0,59.0,62.0,54.0,76.0,68.0,70.0,71.0,64.0,1.0,76.0,52.0,81.0,76.0,65.0,82.0,64.0,85.0,73.0,87.0,48.0,66.0,49.0,64.0,0.0,0.0,52.0,73.0,65.0,89.0,80.0,43.0,86.0,78.0,0.0,71.0,86.0,65.0,81.0,70.0,53.0,58.0,80.0,56.0,95.0,82.0,71.0,86.0,40.0,55.0,47.0,89.0,89.0,65.0,67.0,72.0,55.0,79.0,91.0,67.0,71.0,77.0,66.0,80.0,78.0,88.0,87.0,78.0,59.0,55.0,93.0,73.0,66.0,77.0,49.0,70.0
four_coarse_block2_seed1_k20,block2,12,60,平原 / plain (60),"8,13,23,33,15,19,12,17,48,58,49,60",3.5,96.5,70.52272727272727,62.48,90.0,82.0,61.0,55.0,64.0,75.0,78.0,74.0,38.0,78.0,46.0,50.0,0.0,0.0,58.0,3.0,76.0,0.0,67.0,0.0,86.0,88.0,69.0,0.0,82.0,60.0,62.0,54.0,77.0,65.0,70.0,70.0,61.0,1.0,76.0,48.0,82.0,78.0,65.0,82.0,63.0,86.0,72.0,84.0,45.0,65.0,48.0,66.0,0.0,0.0,52.0,74.0,64.0,88.0,81.0,44.0,88.0,78.0,0.0,73.0,0.0,67.0,82.0,68.0,53.0,58.0,80.0,57.0,94.0,82.0,72.0,88.0,42.0,58.0,46.0,90.0,90.0,65.0,66.0,72.0,60.0,80.0,92.0,67.0,70.0,76.0,67.0,82.0,78.0,89.0,87.0,78.0,60.0,59.0,93.0,74.0,70.0,78.0,46.0,70.0
four_coarse_block2_seed1_k20,block2,13,21,黑猩猩 / chimpanzee (21),"8,13,23,33,15,19,12,17,48,58,49,60,21",2.5384615384615383,97.46153846153847,70.40229885057471,61.58,89.0,81.0,53.0,58.0,64.0,71.0,80.0,74.0,27.0,77.0,43.0,49.0,0.0,0.0,56.0,4.0,80.0,0.0,66.0,1.0,87.0,0.0,69.0,0.0,83.0,59.0,66.0,56.0,76.0,70.0,68.0,74.0,61.0,1.0,74.0,45.0,82.0,77.0,62.0,82.0,60.0,87.0,74.0,86.0,47.0,67.0,48.0,64.0,0.0,0.0,55.0,71.0,63.0,89.0,80.0,45.0,89.0,78.0,0.0,70.0,0.0,68.0,79.0,66.0,51.0,60.0,81.0,57.0,97.0,81.0,73.0,94.0,43.0,58.0,48.0,88.0,92.0,65.0,62.0,71.0,61.0,78.0,91.0,69.0,72.0,78.0,66.0,81.0,79.0,88.0,90.0,77.0,60.0,55.0,92.0,73.0,69.0,77.0,60.0,70.0
four_coarse_block2_seed1_k20,block2,14,31,大象 / elephant (31),"8,13,23,33,15,19,12,17,48,58,49,60,21,31",1.9285714285714286,98.07142857142857,70.43023255813954,60.84,88.0,80.0,57.0,63.0,61.0,75.0,79.0,77.0,26.0,78.0,47.0,49.0,0.0,0.0,55.0,1.0,76.0,0.0,67.0,0.0,87.0,0.0,66.0,0.0,80.0,64.0,65.0,57.0,77.0,66.0,70.0,0.0,61.0,0.0,78.0,46.0,81.0,75.0,62.0,81.0,64.0,87.0,75.0,86.0,46.0,66.0,50.0,63.0,0.0,0.0,54.0,70.0,68.0,90.0,82.0,44.0,86.0,78.0,0.0,69.0,0.0,65.0,82.0,73.0,51.0,57.0,80.0,56.0,96.0,81.0,69.0,93.0,43.0,55.0,47.0,89.0,92.0,63.0,66.0,71.0,60.0,80.0,92.0,67.0,71.0,81.0,67.0,80.0,78.0,90.0,87.0,79.0,60.0,55.0,92.0,74.0,69.0,77.0,51.0,72.0
four_coarse_block2_seed1_k20,block2,15,37,房子 / house (37),"8,13,23,33,15,19,12,17,48,58,49,60,21,31,37",2.2666666666666666,97.73333333333333,70.27058823529411,60.07,89.0,80.0,61.0,63.0,62.0,73.0,81.0,74.0,33.0,80.0,47.0,47.0,0.0,0.0,59.0,1.0,78.0,0.0,65.0,0.0,87.0,0.0,69.0,0.0,79.0,60.0,60.0,52.0,75.0,66.0,69.0,0.0,61.0,0.0,73.0,46.0,83.0,0.0,63.0,82.0,67.0,88.0,74.0,87.0,46.0,65.0,53.0,62.0,0.0,0.0,52.0,71.0,69.0,89.0,82.0,40.0,86.0,78.0,0.0,72.0,0.0,65.0,81.0,70.0,53.0,56.0,81.0,55.0,97.0,81.0,71.0,96.0,45.0,57.0,48.0,90.0,88.0,66.0,65.0,70.0,56.0,88.0,89.0,68.0,68.0,78.0,67.0,80.0,77.0,89.0,87.0,80.0,59.0,56.0,92.0,73.0,68.0,77.0,50.0,71.0
four_coarse_block2_seed1_k20,block2,16,68,道路 / road (68),"8,13,23,33,15,19,12,17,48,58,49,60,21,31,37,68",2.25,97.75,70.26190476190476,59.38,90.0,82.0,62.0,62.0,62.0,76.0,80.0,76.0,31.0,83.0,46.0,45.0,0.0,0.0,58.0,2.0,78.0,0.0,70.0,0.0,86.0,3.0,69.0,0.0,79.0,56.0,62.0,54.0,75.0,64.0,69.0,0.0,61.0,0.0,74.0,48.0,83.0,0.0,63.0,84.0,64.0,86.0,73.0,85.0,45.0,65.0,51.0,64.0,0.0,0.0,54.0,72.0,68.0,89.0,80.0,39.0,89.0,76.0,0.0,70.0,0.0,65.0,81.0,74.0,53.0,58.0,82.0,57.0,0.0,83.0,74.0,93.0,41.0,59.0,51.0,89.0,92.0,67.0,63.0,73.0,59.0,85.0,90.0,67.0,71.0,80.0,68.0,80.0,79.0,89.0,88.0,81.0,61.0,53.0,92.0,72.0,69.0,79.0,47.0,70.0
four_coarse_block2_seed1_k20,block2,17,90,火車 / train (90),"8,13,23,33,15,19,12,17,48,58,49,60,21,31,37,68,90",2.2941176470588234,97.70588235294117,70.0,58.49,90.0,81.0,62.0,61.0,60.0,74.0,79.0,74.0,33.0,81.0,47.0,48.0,0.0,0.0,56.0,2.0,76.0,0.0,70.0,1.0,87.0,2.0,66.0,1.0,82.0,55.0,61.0,52.0,76.0,65.0,70.0,0.0,65.0,0.0,74.0,48.0,83.0,0.0,62.0,83.0,63.0,87.0,76.0,87.0,54.0,65.0,52.0,67.0,0.0,0.0,56.0,72.0,65.0,89.0,82.0,42.0,88.0,79.0,0.0,70.0,0.0,65.0,80.0,70.0,52.0,58.0,81.0,54.0,0.0,82.0,70.0,95.0,40.0,59.0,49.0,90.0,90.0,64.0,65.0,70.0,54.0,87.0,91.0,69.0,70.0,79.0,69.0,80.0,81.0,87.0,0.0,79.0,59.0,56.0,92.0,72.0,67.0,79.0,49.0,74.0
four_coarse_block2_seed1_k20,block2,18,71,海 / sea (71),"8,13,23,33,15,19,12,17,48,58,49,60,21,31,37,68,90,71",2.2222222222222223,97.77777777777777,69.59756097560975,57.47,90.0,83.0,60.0,58.0,61.0,74.0,79.0,75.0,30.0,81.0,45.0,49.0,0.0,0.0,55.0,2.0,75.0,0.0,66.0,0.0,87.0,6.0,66.0,0.0,78.0,53.0,61.0,52.0,75.0,67.0,71.0,0.0,64.0,1.0,74.0,46.0,82.0,0.0,64.0,85.0,63.0,85.0,76.0,86.0,51.0,64.0,53.0,63.0,1.0,0.0,51.0,73.0,67.0,89.0,80.0,43.0,90.0,78.0,0.0,70.0,0.0,67.0,80.0,73.0,53.0,58.0,82.0,56.0,0.0,82.0,74.0,0.0,39.0,57.0,48.0,89.0,91.0,65.0,64.0,73.0,55.0,91.0,92.0,69.0,71.0,84.0,67.0,78.0,82.0,88.0,0.0,76.0,60.0,53.0,92.0,74.0,70.0,78.0,47.0,71.0
four_coarse_block2_seed1_k20,block2,19,38,袋鼠 / kangaroo (38),"8,13,23,33,15,19,12,17,48,58,49,60,21,31,37,68,90,71,38",2.1052631578947367,97.89473684210526,67.4074074074074,55.0,89.0,79.0,58.0,56.0,46.0,63.0,77.0,69.0,21.0,76.0,45.0,44.0,0.0,0.0,59.0,3.0,69.0,2.0,61.0,0.0,84.0,8.0,58.0,0.0,77.0,57.0,64.0,51.0,71.0,72.0,68.0,1.0,59.0,1.0,76.0,47.0,73.0,0.0,0.0,86.0,60.0,84.0,65.0,76.0,46.0,62.0,54.0,59.0,1.0,1.0,53.0,69.0,59.0,89.0,82.0,41.0,91.0,70.0,0.0,73.0,2.0,73.0,79.0,66.0,54.0,58.0,80.0,54.0,0.0,81.0,62.0,0.0,31.0,64.0,51.0,84.0,94.0,66.0,68.0,79.0,60.0,83.0,88.0,59.0,66.0,81.0,66.0,82.0,77.0,87.0,0.0,73.0,62.0,50.0,89.0,67.0,60.0,79.0,48.0,72.0
four_coarse_block2_seed1_k20,block2,20,76,摩天大樓 / skyscraper (76),"8,13,23,33,15,19,12,17,48,58,49,60,21,31,37,68,90,71,38,76",2.1,97.9,69.7875,56.25,89.0,86.0,58.0,59.0,65.0,77.0,80.0,76.0,20.0,82.0,47.0,50.0,0.0,0.0,59.0,1.0,76.0,0.0,66.0,3.0,86.0,12.0,65.0,1.0,81.0,55.0,62.0,57.0,74.0,67.0,69.0,0.0,63.0,0.0,78.0,46.0,82.0,0.0,0.0,85.0,62.0,89.0,73.0,85.0,44.0,69.0,49.0,65.0,3.0,0.0,55.0,70.0,66.0,88.0,80.0,42.0,88.0,78.0,1.0,73.0,1.0,64.0,80.0,71.0,54.0,57.0,83.0,55.0,0.0,82.0,73.0,0.0,42.0,61.0,48.0,90.0,0.0,66.0,63.0,74.0,58.0,91.0,92.0,66.0,68.0,81.0,70.0,79.0,78.0,88.0,0.0,76.0,59.0,61.0,92.0,76.0,69.0,79.0,50.0,71.0
